passID,timestamp,stationRef,vehicleRef,charge,t,v,hn,p
JIK3844618,01/09/2019 06:34:28,EG02,EC02LZC49528,2.8,EG02,EC02LZC49528,EG,home
KLN6484024,01/09/2019 07:14:35,KO01,QO77TFN61853,2.2,KO01,QO77TFN61853,KO,home
ZHC1977550,01/09/2019 07:37:06,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home
FKV7904848,01/09/2019 07:52:34,EG05,JD78PQD35395,1.0,EG05,JD78PQD35395,EG,home
NFI8367808,01/09/2019 07:57:48,KO00,IX01MVL33676,2.5,KO00,IX01MVL33676,KO,home
LFH0315629,01/09/2019 08:05:30,GF00,WU78BMX13511,1.0,GF00,WU78BMX13511,GF,home
XKS4664614,01/09/2019 08:19:43,NE07,VX68BAR38623,1.5,NE07,VX68BAR38623,NE,home
UMF7695471,01/09/2019 08:36:35,EG04,CM15YCB60994,2.0,EG04,CM15YCB60994,EG,home
SJT4290133,01/09/2019 08:45:50,KO05,QW79CHL42244,2.8,KO05,QW79CHL42244,KO,home
ZQV5105168,01/09/2019 09:47:21,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home
WIU6615713,01/09/2019 09:48:55,NE11,XF28DGK65250,1.0,NE11,XF28DGK65250,GF,away
FBN9889844,01/09/2019 09:59:05,KO08,QO77TFN61853,2.2,KO08,QO77TFN61853,KO,home
FBN6685344,01/09/2019 10:39:31,GF00,CK97FAU13897,2.5,GF00,CK97FAU13897,GF,home
DBF9508600,01/09/2019 11:20:17,NE07,WY00MLL63827,2.0,NE07,WY00MLL63827,KO,away
YYN5607187,01/09/2019 13:44:43,MR02,UA13YTK28483,2.8,MR02,UA13YTK28483,MR,home
KJW8914761,01/09/2019 13:49:54,MR07,EZ65FLV39493,2.8,MR07,EZ65FLV39493,MR,home
HKH2373332,01/09/2019 15:03:43,OO06,AT19HLV57173,2.8,OO06,AT19HLV57173,OO,home
BYG4248451,01/09/2019 15:41:28,OO01,JF94VYA88954,2.8,OO01,JF94VYA88954,OO,home
FNP4393498,01/09/2019 20:59:48,MR06,EC02LZC49528,2.5,MR06,EC02LZC49528,EG,away
JKT6128724,01/09/2019 21:17:14,EG12,QU94IGC75528,1.25,EG12,QU94IGC75528,EG,home
EGL5422048,01/09/2019 22:18:58,OO13,IC95TLY24827,2.0,OO13,IC95TLY24827,OO,home
LRM3194355,01/09/2019 22:30:08,EG10,EC02LZC49528,2.8,EG10,EC02LZC49528,EG,home
ORT5368959,01/09/2019 22:42:40,OO13,YX66XYW62640,2.5,OO13,YX66XYW62640,GF,away
CZL7820317,01/09/2019 23:32:41,OO09,QR03XCJ37459,2.8,OO09,QR03XCJ37459,OO,home
HZU4853745,01/09/2019 23:33:53,MR00,UA13YTK28483,2.8,MR00,UA13YTK28483,MR,home
CYJ1240238,01/10/2019 00:17:15,EG00,DW44ZOO26361,2.5,EG00,DW44ZOO26361,EG,home
FOM5485924,01/10/2019 03:24:46,KO07,KB55KTM48860,2.5,KO07,KB55KTM48860,KO,home
FHO5663132,01/10/2019 04:51:38,OO01,AT19HLV57173,2.8,OO01,AT19HLV57173,OO,home
OMN5141808,01/10/2019 05:42:14,OO06,RK48BOP88344,2.8,OO06,RK48BOP88344,OO,home
YMO5978142,01/10/2019 06:12:59,MR08,KF48RSD79865,2.8,MR08,KF48RSD79865,MR,home
QJP5702056,01/10/2019 06:24:27,KO01,KB55KTM48860,2.5,KO01,KB55KTM48860,KO,home
TOH4508765,01/10/2019 06:28:39,AO19,CR31GMR97972,2.8,AO19,CR31GMR97972,EG,away
VNK5211146,01/10/2019 07:06:07,EG01,TE24LCO18661,1.25,EG01,TE24LCO18661,EG,home
RNX5573794,01/10/2019 09:47:06,AO08,QW79CHL42244,2.8,AO08,QW79CHL42244,KO,away
VXO5341372,01/10/2019 09:57:09,NE00,NY14GZR94632,2.8,NE00,NY14GZR94632,NE,home
RCB0419705,01/10/2019 10:50:39,AO02,BZ76ROL87339,2.8,AO02,BZ76ROL87339,AO,home
XFL2376961,01/10/2019 11:31:26,NE03,RR73DWB65452,2.8,NE03,RR73DWB65452,AO,away
NDO5553932,01/10/2019 13:16:04,EG06,EC02LZC49528,2.8,EG06,EC02LZC49528,EG,home
XXG1012689,01/10/2019 14:13:17,KO04,KB55KTM48860,2.5,KO04,KB55KTM48860,KO,home
BUE8856354,01/10/2019 14:38:28,MR03,KF48RSD79865,2.8,MR03,KF48RSD79865,MR,home
HOM4753925,01/10/2019 15:28:38,KO01,ED51EWW52190,2.8,KO01,ED51EWW52190,KO,home
SEK9690966,01/10/2019 17:38:18,GF00,WU78BMX13511,1.0,GF00,WU78BMX13511,GF,home
PBQ8194472,01/10/2019 18:06:31,KO00,MQ65WJJ60020,1.25,KO00,MQ65WJJ60020,KO,home
RSL4446153,01/10/2019 18:22:06,OO01,AT19HLV57173,2.8,OO01,AT19HLV57173,OO,home
ZLJ6963762,01/10/2019 20:52:36,KO02,MQ65WJJ60020,1.25,KO02,MQ65WJJ60020,KO,home
RWG6921523,01/10/2019 20:58:41,AO10,LG64ARC91224,13.0,AO10,LG64ARC91224,AO,home
ODH4025527,01/10/2019 21:25:02,EG12,QU94IGC75528,1.25,EG12,QU94IGC75528,EG,home
LRO6012832,01/10/2019 22:33:34,MR07,MX39VOS38645,1.5,MR07,MX39VOS38645,AO,away
OWN2040268,01/10/2019 22:51:05,AO10,BZ76ROL87339,1.0,AO10,BZ76ROL87339,AO,home
INB9199595,01/11/2019 00:02:00,NE03,PM58XHX45588,1.5,NE03,PM58XHX45588,NE,home
EVM7404972,01/11/2019 00:03:54,AO09,OC94ASJ72024,1.0,AO09,OC94ASJ72024,AO,home
TVQ0671376,01/11/2019 00:55:21,KO05,IX01MVL33676,2.5,KO05,IX01MVL33676,KO,home
LFV5670084,01/11/2019 01:15:21,MR06,KF48RSD79865,2.8,MR06,KF48RSD79865,MR,home
RFX1371677,01/11/2019 01:41:17,OO03,WG11QVY31890,1.0,OO03,WG11QVY31890,OO,home
UTL3484031,01/11/2019 02:11:55,GF00,WU78BMX13511,1.0,GF00,WU78BMX13511,GF,home
NXL2041620,01/11/2019 02:30:48,MR03,QO68DIC93032,2.5,MR03,QO68DIC93032,MR,home
ZNJ1049151,01/11/2019 02:37:12,MR04,IZ65WAT29135,1.25,MR04,IZ65WAT29135,MR,home
WOX8452591,01/11/2019 02:42:51,AO18,SY96JDQ97089,1.5,AO18,SY96JDQ97089,AO,home
CDB3019504,01/11/2019 02:47:53,MR01,MX39VOS38645,1.0,MR01,MX39VOS38645,AO,away
KVZ2606955,01/11/2019 03:04:53,NE00,PM58XHX45588,1.5,NE00,PM58XHX45588,NE,home
GYR4605539,01/11/2019 03:33:55,EG01,QU94IGC75528,1.25,EG01,QU94IGC75528,EG,home
LQE3984015,01/11/2019 03:35:07,OO05,XV40HUQ04740,1.0,OO05,XV40HUQ04740,OO,home
KHP0306935,01/11/2019 04:09:00,NE07,FY47TUN40300,1.0,NE07,FY47TUN40300,NE,home
PTS5311062,01/11/2019 05:36:28,OO06,RK48BOP88344,2.8,OO06,RK48BOP88344,OO,home
FUI7993951,01/11/2019 06:09:47,KO02,IX01MVL33676,2.5,KO02,IX01MVL33676,KO,home
FFQ7677778,01/11/2019 06:17:56,EG03,NZ35XLQ89678,3.1,EG03,NZ35XLQ89678,NE,away
OBK1343175,01/11/2019 06:21:27,NE12,EG95RTB75032,2.8,NE12,EG95RTB75032,NE,home
VPC7691320,01/11/2019 06:41:51,GF00,QN12NTR81378,2.8,GF00,QN12NTR81378,GF,home
KRB0046906,01/11/2019 07:00:35,MR08,KF48RSD79865,2.8,MR08,KF48RSD79865,MR,home
CFH4027363,01/11/2019 07:24:05,MR05,DV04FQL29609,1.0,MR05,DV04FQL29609,AO,away
KYL4062666,01/11/2019 07:40:57,NE01,UP28MBM38391,1.0,NE01,UP28MBM38391,NE,home
FRY5107918,01/11/2019 08:32:32,MR08,IZ65WAT29135,2.0,MR08,IZ65WAT29135,MR,home
KHF6369943,01/11/2019 08:37:20,EG07,TV81MAQ99005,2.8,EG07,TV81MAQ99005,EG,home
OHA0886547,01/11/2019 08:42:09,OO03,EE22TMX10817,2.0,OO03,EE22TMX10817,OO,home
FAN1603090,01/11/2019 09:10:58,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home
MAE2734230,01/11/2019 09:21:40,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home
VAP1319169,01/11/2019 09:44:08,KO08,IX01MVL33676,2.5,KO08,IX01MVL33676,KO,home
HEQ9650767,01/11/2019 11:18:39,OO06,QR03XCJ37459,2.8,OO06,QR03XCJ37459,OO,home
JYK8853857,01/11/2019 12:54:29,AO13,VX68BAR38623,2.8,AO13,VX68BAR38623,NE,away
AYH1207558,01/11/2019 13:40:15,AO00,DV04FQL29609,3.1,AO00,DV04FQL29609,AO,home
CLW1884630,01/11/2019 13:58:33,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home
NBJ7274983,01/11/2019 14:22:01,AO10,YH66OKD41942,2.8,AO10,YH66OKD41942,KO,away
NAY5893770,01/11/2019 15:08:21,NE04,JV67MTI17124,2.5,NE04,JV67MTI17124,NE,home
MID9503142,01/11/2019 16:05:10,NE13,EG95RTB75032,2.8,NE13,EG95RTB75032,NE,home
CXP3169780,01/11/2019 16:34:02,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home
SGD5418817,01/11/2019 17:14:33,EG06,TZ48CCW54765,3.1,EG06,TZ48CCW54765,EG,home
MBM8077350,01/11/2019 17:24:58,KO07,KB55KTM48860,2.5,KO07,KB55KTM48860,KO,home
GBN7975968,01/11/2019 18:16:21,KO09,IX01MVL33676,2.5,KO09,IX01MVL33676,KO,home
CLL1393211,01/11/2019 21:16:25,NE11,UP28MBM38391,1.0,NE11,UP28MBM38391,NE,home
VRE3149856,01/11/2019 21:59:28,AO03,DV04FQL29609,3.1,AO03,DV04FQL29609,AO,home
OXV6474062,01/11/2019 22:45:14,KO03,ED51EWW52190,2.8,KO03,ED51EWW52190,KO,home
ITM6027560,01/11/2019 23:07:04,MR07,EZ65FLV39493,2.8,MR07,EZ65FLV39493,MR,home
SNL6848703,01/11/2019 23:25:57,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home
WIE3219672,01/12/2019 00:48:47,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home
CGW0740748,01/12/2019 01:03:24,OO02,QX75YWC61835,2.5,OO02,QX75YWC61835,OO,home
GLR4345977,01/12/2019 01:24:06,MR00,QO68DIC93032,2.5,MR00,QO68DIC93032,MR,home
JQH3889391,01/12/2019 02:25:57,EG09,CM15YCB60994,2.0,EG09,CM15YCB60994,EG,home
FMV8753724,01/12/2019 03:02:34,AO17,LG64ARC91224,13.0,AO17,LG64ARC91224,AO,home
NWU2289217,01/12/2019 04:55:20,AO05,BM25PHF40639,13.0,AO05,BM25PHF40639,AO,home
FIR0060155,01/12/2019 05:28:30,NE14,FY47TUN40300,1.0,NE14,FY47TUN40300,NE,home
OCP6514091,01/12/2019 05:57:25,AO05,MX39VOS38645,2.8,AO05,MX39VOS38645,AO,home
XHE9708059,01/12/2019 06:09:21,NE11,RR98KQE80731,2.5,NE11,RR98KQE80731,MR,away
CLZ6123482,01/12/2019 06:25:02,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home
IHM2533253,01/12/2019 07:18:00,NE14,EV77EDV52985,1.0,NE14,EV77EDV52985,NE,home
RIU8037058,01/12/2019 07:58:22,AO18,DP11ENT03275,3.1,AO18,DP11ENT03275,AO,home
QCE4981246,01/12/2019 08:15:34,AO09,YH66OKD41942,2.8,AO09,YH66OKD41942,KO,away
ZYJ1621645,01/12/2019 09:56:29,EG11,EC02LZC49528,2.8,EG11,EC02LZC49528,EG,home
RSH8433688,01/12/2019 10:45:47,AO17,QH15HWX24570,2.8,AO17,QH15HWX24570,MR,away
QPM5227076,01/12/2019 11:37:39,MR01,EZ65FLV39493,1.5,MR01,EZ65FLV39493,MR,home
TNG2672810,01/12/2019 12:15:59,AO07,PD45WOT56494,2.8,AO07,PD45WOT56494,NE,away
CDJ9717964,01/12/2019 12:50:27,NE05,NO82BAX82566,3.1,NE05,NO82BAX82566,NE,home
LBD4902785,01/12/2019 13:13:15,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home
SQI6683172,01/12/2019 13:15:54,EG08,YL27IFD65117,1.5,EG08,YL27IFD65117,AO,away
PRS4213078,01/12/2019 15:42:25,EG09,CM15YCB60994,2.0,EG09,CM15YCB60994,EG,home
MCG7137175,01/12/2019 15:57:36,OO11,WG11QVY31890,1.0,OO11,WG11QVY31890,OO,home
WMA6030194,01/12/2019 16:06:55,OO09,VJ92OYV94295,2.5,OO09,VJ92OYV94295,OO,home
UPB5659435,01/12/2019 16:21:39,OO00,RR98KQE80731,2.8,OO00,RR98KQE80731,MR,away
CKQ9279270,01/12/2019 16:24:44,MR06,BI87HYL81972,1.0,MR06,BI87HYL81972,MR,home
YGN1666843,01/12/2019 16:27:31,AO04,YL27IFD65117,2.0,AO04,YL27IFD65117,AO,home
OBA4954168,01/12/2019 17:04:02,MR00,YX66XYW62640,1.0,MR00,YX66XYW62640,GF,away
VOL1460364,01/12/2019 17:23:49,AO18,LG64ARC91224,13.0,AO18,LG64ARC91224,AO,home
JYB4760826,01/12/2019 17:54:27,OO00,AY38OQF67603,3.1,OO00,AY38OQF67603,OO,home
FFK0225004,01/12/2019 18:08:29,NE00,CM15YCB60994,2.5,NE00,CM15YCB60994,EG,away
LLB0471775,01/12/2019 19:28:19,AO02,VL67TFO75321,2.8,AO02,VL67TFO75321,EG,away
INI0201525,01/12/2019 21:28:36,KO08,RV87TIY76692,2.0,KO08,RV87TIY76692,KO,home
DZR9767384,01/12/2019 21:48:32,OO06,VJ92OYV94295,2.5,OO06,VJ92OYV94295,OO,home
HMK5885792,01/12/2019 22:53:13,OO07,JD78PQD35395,1.25,OO07,JD78PQD35395,EG,away
MET8174555,01/12/2019 23:56:06,OO00,QR03XCJ37459,2.8,OO00,QR03XCJ37459,OO,home
DHU9817798,01/12/2019 23:58:01,MR07,BI87HYL81972,1.0,MR07,BI87HYL81972,MR,home
KUC2073600,01/13/2019 00:18:15,NE00,PD45WOT56494,2.0,NE00,PD45WOT56494,NE,home
AQO2969238,01/13/2019 00:47:02,AO01,MX39VOS38645,2.8,AO01,MX39VOS38645,AO,home
UJX9130694,01/13/2019 01:02:04,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home
KEB2828262,01/13/2019 02:03:20,KO05,HW75BKT77773,2.2,KO05,HW75BKT77773,KO,home
HBO9619096,01/13/2019 02:48:29,AO11,PE73VJU23485,2.8,AO11,PE73VJU23485,AO,home
YLC3733356,01/13/2019 02:54:51,OO04,IC95TLY24827,2.0,OO04,IC95TLY24827,OO,home
IFJ8804175,01/13/2019 02:59:13,AO19,YL27IFD65117,2.0,AO19,YL27IFD65117,AO,home
EVZ1481466,01/13/2019 03:45:02,NE05,PD45WOT56494,2.0,NE05,PD45WOT56494,NE,home
NOZ0212477,01/13/2019 04:04:32,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home
RWS8558509,01/13/2019 04:07:35,EG01,VL67TFO75321,13.0,EG01,VL67TFO75321,EG,home
FQK0726278,01/13/2019 04:21:09,OO13,WG11QVY31890,2.0,OO13,WG11QVY31890,OO,home
DAN7464776,01/13/2019 05:13:57,EG05,CM15YCB60994,2.0,EG05,CM15YCB60994,EG,home
IZL4791741,01/13/2019 06:58:46,KO06,FL13UMN92207,1.0,KO06,FL13UMN92207,KO,home
IYW9830430,01/13/2019 07:02:43,EG10,CM15YCB60994,3.1,EG10,CM15YCB60994,EG,home
ZEE7420586,01/13/2019 07:13:59,OO03,JF94VYA88954,2.8,OO03,JF94VYA88954,OO,home
OKU6781687,01/13/2019 07:46:25,EG11,HE38BQH01623,2.5,EG11,HE38BQH01623,MR,away
XWB1837968,01/13/2019 09:36:13,NE12,PD45WOT56494,2.0,NE12,PD45WOT56494,NE,home
TDH6807915,01/13/2019 09:59:32,MR04,HE38BQH01623,2.8,MR04,HE38BQH01623,MR,home
MBY4090004,01/13/2019 12:41:02,NE09,PM58XHX45588,1.5,NE09,PM58XHX45588,NE,home
SLZ1785430,01/13/2019 13:01:11,MR03,QO68DIC93032,2.5,MR03,QO68DIC93032,MR,home
KKG3489214,01/13/2019 13:34:01,GF00,JE65QJK64802,2.8,GF00,JE65QJK64802,GF,home
VNY7087651,01/13/2019 14:35:05,OO13,RK48BOP88344,2.8,OO13,RK48BOP88344,OO,home
JRQ7810955,01/13/2019 14:57:29,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home
EBQ6119895,01/13/2019 15:11:30,NE05,PM58XHX45588,1.5,NE05,PM58XHX45588,NE,home
ZTP9953374,01/13/2019 15:31:09,OO03,EM54HQI58682,2.2,OO03,EM54HQI58682,OO,home
JPR3884041,01/13/2019 16:49:42,NE01,UP28MBM38391,1.0,NE01,UP28MBM38391,NE,home
VOB6953248,01/13/2019 16:54:02,KO01,LG64ARC91224,1.0,KO01,LG64ARC91224,AO,away
UPV7982589,01/13/2019 17:07:45,AO03,YH66OKD41942,2.8,AO03,YH66OKD41942,KO,away
ZNP2412133,01/13/2019 17:13:47,NE14,NY14GZR94632,2.8,NE14,NY14GZR94632,NE,home
KEF4554300,01/13/2019 18:18:49,AO17,MX39VOS38645,2.8,AO17,MX39VOS38645,AO,home
FSK2830869,01/13/2019 20:07:55,NE08,NZ35XLQ89678,1.5,NE08,NZ35XLQ89678,NE,home
KSN8423580,01/13/2019 20:20:49,KO02,ZY93PCY41868,1.5,KO02,ZY93PCY41868,KO,home
SZQ9952433,01/13/2019 20:56:19,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home
VAK2777158,01/13/2019 21:05:53,MR05,LG64ARC91224,3.1,MR05,LG64ARC91224,AO,away
VKZ8047592,01/13/2019 21:14:16,OO02,QW79CHL42244,1.25,OO02,QW79CHL42244,KO,away
VSL7267624,01/13/2019 22:07:37,NE10,QP02SYE47964,1.5,NE10,QP02SYE47964,NE,home
RCP7292765,01/13/2019 22:30:31,KO04,DO24BCW15511,1.25,KO04,DO24BCW15511,KO,home
PKE8909615,01/13/2019 22:41:36,AO03,OC94ASJ72024,1.0,AO03,OC94ASJ72024,AO,home
JGI8536483,01/13/2019 23:23:14,NE00,QP02SYE47964,2.8,NE00,QP02SYE47964,NE,home
ZRR1312086,01/14/2019 00:12:12,OO06,ED51EWW52190,2.0,OO06,ED51EWW52190,KO,away
EWO4061255,01/14/2019 00:28:34,KO04,MQ65WJJ60020,1.25,KO04,MQ65WJJ60020,KO,home
TQA1671114,01/14/2019 00:43:35,MR06,LG64ARC91224,3.1,MR06,LG64ARC91224,AO,away
OXC1918661,01/14/2019 00:52:35,EG04,CM15YCB60994,2.0,EG04,CM15YCB60994,EG,home
KAJ0881128,01/14/2019 00:58:38,KO06,IX01MVL33676,2.5,KO06,IX01MVL33676,KO,home
DXQ1954426,01/14/2019 01:06:50,NE09,JV67MTI17124,2.5,NE09,JV67MTI17124,NE,home
JSQ0002840,01/14/2019 02:25:30,KO09,NO82BAX82566,2.2,KO09,NO82BAX82566,NE,away
TCW5029436,01/14/2019 02:44:06,MR08,QH15HWX24570,3.1,MR08,QH15HWX24570,MR,home
LFN5079435,01/14/2019 04:40:16,OO01,LC72NRN52084,3.1,OO01,LC72NRN52084,OO,home
HFJ7447396,01/14/2019 06:28:28,AO15,HT62RDI04611,2.8,AO15,HT62RDI04611,AO,home
BKW6193730,01/14/2019 07:43:15,KO03,IX01MVL33676,2.5,KO03,IX01MVL33676,KO,home
WIA6956875,01/14/2019 07:52:21,MR02,HA82SCK64299,1.5,MR02,HA82SCK64299,MR,home
HNS0469154,01/14/2019 08:15:17,AO13,DV04FQL29609,3.1,AO13,DV04FQL29609,AO,home
VED3299228,01/14/2019 08:34:01,OO05,OY94SZK34436,2.8,OO05,OY94SZK34436,NE,away
VNK2499086,01/14/2019 13:00:33,MR01,EZ65FLV39493,2.8,MR01,EZ65FLV39493,MR,home
XUI6887734,01/14/2019 13:35:24,KO03,ED51EWW52190,2.8,KO03,ED51EWW52190,KO,home
AWI8486208,01/14/2019 15:15:00,EG00,TV81MAQ99005,2.8,EG00,TV81MAQ99005,EG,home
UHG8512782,01/14/2019 16:23:35,EG10,TZ48CCW54765,3.1,EG10,TZ48CCW54765,EG,home
BPO5239801,01/14/2019 16:33:14,MR07,EZ65FLV39493,2.8,MR07,EZ65FLV39493,MR,home
OYS5560766,01/14/2019 16:36:49,EG10,BY85QGR11636,2.5,EG10,BY85QGR11636,GF,away
POA5736634,01/14/2019 17:16:38,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home
IJG0206368,01/14/2019 17:36:02,OO11,EE22TMX10817,2.0,OO11,EE22TMX10817,OO,home
UEP9450113,01/14/2019 17:38:04,NE00,IA29IQS63679,1.0,NE00,IA29IQS63679,NE,home
NVL1698992,01/14/2019 17:44:25,EG06,UP28MBM38391,1.5,EG06,UP28MBM38391,NE,away
YCS0240033,01/14/2019 17:53:57,KO03,ED51EWW52190,2.8,KO03,ED51EWW52190,KO,home
UZG8692859,01/14/2019 18:01:09,NE03,NY14GZR94632,2.8,NE03,NY14GZR94632,NE,home
LRA5048761,01/14/2019 18:59:17,KO07,IX01MVL33676,2.5,KO07,IX01MVL33676,KO,home
SIG5310360,01/14/2019 20:40:54,KO09,HW75BKT77773,2.2,KO09,HW75BKT77773,KO,home
YYW1471260,01/14/2019 20:54:07,NE12,IA29IQS63679,1.0,NE12,IA29IQS63679,NE,home
BFW7933542,01/14/2019 20:59:40,OO12,QX75YWC61835,2.8,OO12,QX75YWC61835,OO,home
DRU4097429,01/14/2019 21:14:03,EG12,XF28DGK65250,2.5,EG12,XF28DGK65250,GF,away
AYA4292045,01/14/2019 21:49:44,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home
XFZ0333251,01/14/2019 22:22:48,AO16,PE73VJU23485,2.8,AO16,PE73VJU23485,AO,home
TVI6486552,01/14/2019 23:26:11,OO00,JF94VYA88954,2.8,OO00,JF94VYA88954,OO,home
ZVI2426361,01/14/2019 23:51:43,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home
JBY8521491,01/15/2019 00:04:37,AO00,YL27IFD65117,2.0,AO00,YL27IFD65117,AO,home
FME3084564,01/15/2019 01:04:05,AO18,BZ76ROL87339,1.0,AO18,BZ76ROL87339,AO,home
MHW4626426,01/15/2019 01:13:16,NE08,XV40HUQ04740,1.5,NE08,XV40HUQ04740,OO,away
FLJ2464156,01/15/2019 02:05:34,KO09,QW79CHL42244,2.8,KO09,QW79CHL42244,KO,home
STP8725940,01/15/2019 02:36:11,NE13,EG95RTB75032,2.8,NE13,EG95RTB75032,NE,home
ZGL1287505,01/15/2019 02:42:20,MR04,QN23UHH39091,2.8,MR04,QN23UHH39091,MR,home
HPS5095511,01/15/2019 03:42:42,MR07,VL67TFO75321,2.5,MR07,VL67TFO75321,EG,away
QBO9780459,01/15/2019 04:29:20,MR07,KF48RSD79865,2.8,MR07,KF48RSD79865,MR,home
XBZ3490199,01/15/2019 04:48:10,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home
BTK6583207,01/15/2019 06:55:05,KO01,FL13UMN92207,1.0,KO01,FL13UMN92207,KO,home
MPG1843713,01/15/2019 06:58:11,KO08,YX66XYW62640,1.25,KO08,YX66XYW62640,GF,away
CMS4663088,01/15/2019 08:22:30,NE15,EE22TMX10817,1.25,NE15,EE22TMX10817,OO,away
LZN5637537,01/15/2019 08:27:43,EG07,PD45WOT56494,2.5,EG07,PD45WOT56494,NE,away
OYV1930666,01/15/2019 09:03:17,GF00,JE65QJK64802,2.8,GF00,JE65QJK64802,GF,home
BPW1949468,01/15/2019 09:04:08,MR03,QH15HWX24570,3.1,MR03,QH15HWX24570,MR,home
AEW6809085,01/15/2019 09:14:50,EG11,TZ48CCW54765,3.1,EG11,TZ48CCW54765,EG,home
NAE1017686,01/15/2019 09:17:34,KO08,PE73VJU23485,2.5,KO08,PE73VJU23485,AO,away
PXS2170897,01/15/2019 09:33:03,AO08,BZ76ROL87339,1.0,AO08,BZ76ROL87339,AO,home
QSJ7300285,01/15/2019 09:57:06,EG00,DW44ZOO26361,2.5,EG00,DW44ZOO26361,EG,home
RRS3383607,01/15/2019 10:46:29,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home
PFG9247768,01/15/2019 11:25:57,AO16,DP11ENT03275,3.1,AO16,DP11ENT03275,AO,home
VDG0606090,01/15/2019 11:38:23,OO02,WY00MLL63827,2.2,OO02,WY00MLL63827,KO,away
JRP8498566,01/15/2019 11:50:20,NE08,NY14GZR94632,2.8,NE08,NY14GZR94632,NE,home
YOP2224554,01/15/2019 12:28:08,KO09,KB55KTM48860,2.5,KO09,KB55KTM48860,KO,home
QEW8462058,01/15/2019 12:35:04,AO06,OY94SZK34436,2.8,AO06,OY94SZK34436,NE,away
IXU0688753,01/15/2019 12:47:20,OO05,EE22TMX10817,3.1,OO05,EE22TMX10817,OO,home
HCI4310776,01/15/2019 13:20:10,NE03,IA29IQS63679,1.0,NE03,IA29IQS63679,NE,home
YSR0326977,01/15/2019 13:37:38,EG07,IN99SEN20660,2.8,EG07,IN99SEN20660,EG,home
NRS6422542,01/15/2019 14:34:19,AO08,QP02SYE47964,2.8,AO08,QP02SYE47964,NE,away
OLC1780480,01/15/2019 16:00:05,MR03,QO68DIC93032,2.5,MR03,QO68DIC93032,MR,home
HAS1652010,01/15/2019 18:14:51,NE01,JV67MTI17124,2.5,NE01,JV67MTI17124,NE,home
XAS0430728,01/15/2019 18:19:42,MR01,HE38BQH01623,2.8,MR01,HE38BQH01623,MR,home
QBX7555683,01/15/2019 18:21:16,AO14,HT62RDI04611,2.8,AO14,HT62RDI04611,AO,home
GCQ8357937,01/15/2019 18:32:51,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home
RLI9306586,01/15/2019 19:00:49,MR02,QH15HWX24570,3.1,MR02,QH15HWX24570,MR,home
QXX0018716,01/15/2019 19:24:26,KO05,XV40HUQ04740,2.5,KO05,XV40HUQ04740,OO,away
TJM4990743,01/15/2019 19:25:07,AO05,BM25PHF40639,13.0,AO05,BM25PHF40639,AO,home
DBL0967168,01/15/2019 19:56:28,EG02,CM15YCB60994,2.0,EG02,CM15YCB60994,EG,home
JWM4219924,01/15/2019 20:14:26,NE14,PD45WOT56494,2.0,NE14,PD45WOT56494,NE,home
TJH4807824,01/15/2019 21:20:50,NE08,NY14GZR94632,2.8,NE08,NY14GZR94632,NE,home
LHX3030906,01/15/2019 21:23:25,NE06,QP02SYE47964,2.8,NE06,QP02SYE47964,NE,home
HTA8802771,01/15/2019 22:10:25,NE03,PM58XHX45588,1.5,NE03,PM58XHX45588,NE,home
GDM7012184,01/15/2019 23:11:13,NE05,QP02SYE47964,2.8,NE05,QP02SYE47964,NE,home
ZNH4763059,01/15/2019 23:42:08,EG07,QU94IGC75528,1.25,EG07,QU94IGC75528,EG,home
XZX6665849,01/16/2019 00:16:32,MR07,IZ65WAT29135,2.0,MR07,IZ65WAT29135,MR,home
ZIP9502087,01/16/2019 02:22:53,NE15,FY47TUN40300,1.0,NE15,FY47TUN40300,NE,home
FEC8587448,01/16/2019 02:44:34,MR07,UP28MBM38391,2.0,MR07,UP28MBM38391,NE,away
AUC6450698,01/16/2019 02:52:06,NE14,IA29IQS63679,1.0,NE14,IA29IQS63679,NE,home
